UserID,Timestamp,Event,SubscriptionType,Description
User_279,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_136,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_10,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_140,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_122,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_87,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_295,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_355,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_42,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_359,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_312,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_123,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_298,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_184,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_280,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_246,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_171,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_51,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_63,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_107,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_8,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_71,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_114,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_375,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_73,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_18,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_277,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_358,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_263,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_360,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_146,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_152,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_309,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_211,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_287,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_20,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_116,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_270,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_58,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_229,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_28,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_4,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_156,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_295,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_271,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_237,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_28,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_240,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_304,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_210,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_170,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_79,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_135,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_381,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_152,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_290,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_22,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_390,2023-03-04,Subscription,Premium,User subscribed to the Premium plan
User_134,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_35,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_288,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_110,2023-03-04,Subscription,Basic,User subscribed to the Basic plan
User_237,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_17,2023-03-04,Subscription,Free,User subscribed to the Free plan
User_19,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_16,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_108,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_122,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_306,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_141,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_312,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_372,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_171,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_25,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_160,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_107,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_165,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_223,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_360,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_31,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_93,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_105,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_350,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_362,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_185,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_143,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_241,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_331,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_220,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_174,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_384,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_116,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_58,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_173,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_201,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_162,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_174,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_335,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_110,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_159,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_84,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_233,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_142,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_104,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_305,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_145,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_192,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_19,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_107,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_388,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_372,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_191,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_147,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_32,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_83,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_89,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_1,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_312,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_277,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_51,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_95,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_85,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_314,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_28,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_32,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_206,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_193,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_2,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_337,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_400,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_366,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_189,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_232,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_301,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_185,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_157,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_17,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_314,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_260,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_49,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_32,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_271,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_266,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_198,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_311,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_89,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_2,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_26,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_142,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_82,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_385,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_237,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_169,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_243,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_137,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_398,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_18,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_317,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_319,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_135,2023-03-05,Subscription,Basic,User subscribed to the Basic plan
User_380,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_388,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_325,2023-03-05,Subscription,Free,User subscribed to the Free plan
User_77,2023-03-05,Subscription,Premium,User subscribed to the Premium plan
User_320,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_218,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_106,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_366,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_366,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_321,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_99,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_319,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_157,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_152,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_75,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_363,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_345,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_88,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_26,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_201,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_42,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_396,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_182,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_288,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_166,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_117,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_254,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_123,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_196,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_354,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_38,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_197,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_348,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_207,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_382,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_355,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_7,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_211,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_219,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_193,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_339,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_371,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_28,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_167,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_218,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_40,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_365,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_374,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_77,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_347,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_63,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_104,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_18,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_246,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_268,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_63,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_28,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_259,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_100,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_117,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_365,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_62,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_278,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_230,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_263,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_145,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_39,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_301,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_329,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_140,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_214,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_56,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_349,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_229,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_281,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_345,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_223,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_265,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_345,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_110,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_57,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_339,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_263,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_223,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_349,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_391,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_198,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_77,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_52,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_154,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_191,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_314,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_103,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_101,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_154,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_47,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_31,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_66,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_48,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_16,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_241,2023-03-06,Subscription,Free,User subscribed to the Free plan
User_170,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_230,2023-03-06,Subscription,Basic,User subscribed to the Basic plan
User_316,2023-03-06,Subscription,Premium,User subscribed to the Premium plan
User_307,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_101,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_258,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_214,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_256,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_319,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_41,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_20,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_28,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_213,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_355,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_220,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_270,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_78,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_393,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_261,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_361,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_42,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_55,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_360,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_34,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_248,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_338,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_192,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_257,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_56,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_61,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_50,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_236,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_310,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_287,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_175,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_184,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_173,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_56,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_400,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_320,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_359,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_148,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_330,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_217,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_118,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_269,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_122,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_109,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_378,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_262,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_232,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_42,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_103,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_190,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_145,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_269,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_385,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_390,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_159,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_365,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_198,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_395,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_96,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_170,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_5,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_235,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_14,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_200,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_368,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_188,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_87,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_308,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_265,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_177,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_248,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_391,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_317,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_255,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_221,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_175,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_330,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_40,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_74,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_16,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_167,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_191,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_212,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_265,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_239,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_138,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_224,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_136,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_329,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_332,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_210,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_380,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_268,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_109,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_342,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_172,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_197,2023-03-07,Subscription,Free,User subscribed to the Free plan
User_138,2023-03-07,Subscription,Basic,User subscribed to the Basic plan
User_250,2023-03-07,Subscription,Premium,User subscribed to the Premium plan
User_359,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_38,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_365,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_331,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_48,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_102,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_224,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_277,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_203,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_185,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_171,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_313,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_47,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_15,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_99,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_90,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_280,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_99,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_247,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_81,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_17,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_143,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_271,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_302,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_240,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_351,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_255,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_151,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_331,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_193,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_188,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_201,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_233,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_113,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_97,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_107,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_153,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_90,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_131,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_300,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_95,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_282,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_104,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_68,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_145,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_190,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_88,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_70,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_243,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_364,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_130,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_55,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_78,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_354,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_299,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_313,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_260,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_115,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_159,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_41,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_141,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_389,2023-03-08,Subscription,Basic,User subscribed to the Basic plan
User_18,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_299,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_249,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_271,2023-03-08,Subscription,Free,User subscribed to the Free plan
User_62,2023-03-08,Subscription,Premium,User subscribed to the Premium plan
User_252,2023-03-08,Subscription,Free,User subscribed to the Free plan
